date,AQI,质量等级,PM2.5,PM10,SO2,CO,NO2,O3_8h
2014-04-27,61,良,37,73,17,0.5,14,101
2014-04-28,74,良,46,99,32,0.7,32,129
2014-04-29,111,轻度污染,60,152,36,0.9,69,172
2014-04-30,124,轻度污染,70,154,35,0.7,56,186
2014-05-01,124,轻度污染,75,159,35,0.6,27,186
2014-05-02,94,良,41,137,31,0.4,21,147
2014-05-03,99,良,38,148,38,0.4,28,147
2014-05-04,88,良,41,127,20,0.4,20,138
2014-05-05,84,良,43,118,44,0.5,39,127
2014-05-06,122,轻度污染,54,194,32,0.5,19,159
2014-05-07,117,轻度污染,70,184,44,0.8,29,178
2014-05-08,129,轻度污染,89,208,101,1.6,89,136
2014-05-09,115,轻度污染,73,169,46,1.2,57,176
2014-05-10,92,良,54,109,50,1.2,63,150
2014-05-11,55,良,37,61,28,1,39,103
2014-05-12,78,良,45,106,57,0.7,36,127
2014-05-13,97,良,41,104,35,0.5,26,156
2014-05-14,94,良,47,137,35,0.6,38,148
2014-05-15,109,轻度污染,52,169,48,0.7,42,124
2014-05-16,109,轻度污染,62,169,56,0.8,40,138
2014-05-17,160,中度污染,110,270,109,1.8,81,171
2014-05-18,132,轻度污染,67,161,48,0.9,52,195
2014-05-19,131,轻度污染,100,191,50,1.1,36,160
2014-05-20,138,轻度污染,106,220,46,1.1,38,175
2014-05-21,127,轻度污染,84,204,38,0.8,47,171
2014-05-22,165,中度污染,77,168,37,0.8,42,230
2014-05-23,105,轻度污染,53,153,31,0.6,34,166
2014-05-24,91,良,52,100,19,0.6,23,149
2014-05-25,143,轻度污染,90,236,33,0.7,39,108
2014-05-26,131,轻度污染,63,211,52,0.6,45,155
2014-05-27,148,轻度污染,62,246,82,0.8,44,146
2014-05-28,110,轻度污染,58,170,50,0.8,52,163
2014-05-29,177,中度污染,74,210,54,0.8,35,242
2014-05-30,157,中度污染,87,208,55,0.9,48,222
2014-05-31,168,中度污染,108,244,65,1.1,60,233
2014-06-01,101,轻度污染,70,151,75,1.1,41,153
2014-06-02,65,良,46,80,44,0.6,26,115
2014-06-03,113,轻度污染,61,121,42,0.8,42,174
2014-06-04,116,轻度污染,88,170,115,1.3,56,169
2014-06-05,132,轻度污染,85,174,89,1.4,54,195
2014-06-06,162,中度污染,97,192,44,1,32,227
2014-06-07,96,良,42,79,29,0.6,18,155
2014-06-08,148,轻度污染,49,105,47,0.7,26,213
2014-06-09,145,轻度污染,111,203,54,1.4,47,172
2014-06-10,177,中度污染,115,205,63,1.7,54,242
2014-06-11,108,轻度污染,81,139,48,1.4,47,162
2014-06-12,145,轻度污染,56,113,42,1.1,41,210
2014-06-13,142,轻度污染,67,146,88,1.3,63,206
2014-06-14,185,中度污染,94,190,65,1.2,52,250
